,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
156,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,,,3000000.0,,,,,28000000.0,,,23000000.0,6000000.0,106000000.0,6000000.0,129000000.0,81000000.0,,,,,0.0,0.0,0.0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,0.0,1000000.0,1000000.0,1000000.0,0.0,1000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,3000000.0,9000000.0,1000000.0,2000000.0,75000000.0,,43000000.0,45000000.0,45000000.0,83000000.0,21000000.0,12000000.0,47000000.0,15000000.0,5000000.0,20000000.0,,,,0.0,123000000.0
157,Military expenditure (current USD),MS.MIL.XPND.CD,98679867.9867987,105940594.059406,109900990.09901,128712871.28712898,155445544.554455,200000000.0,256105610.561056,331023102.31023103,437293729.37293696,566006600.660066,620132013.2013199,402310231.023102,371947194.719472,480857166.91296196,3877862663.12671,5951043741.98202,7186307294.3581505,7617207960.430019,8113739880.875549,4993779938.91999,4874889400.10618,8121567621.44701,9703525315.25995,10550357292.9316,9926303621.970999,10706415944.5065,11741433342.091301,15263376569.5996,18889008562.6582,16301812932.0636,16474401698.234499,17549594829.9352,19732558015.4057,1448177703.48058,1703171536.2057,2501544189.5578504,3550986964.1929297,4642384615.8233,5479362941.74375,6650285143.997721,8327053824.362611,10378791765.718601,3243891033.23266,3717068449.7839203,5243621132.59941,6796744965.39476,8751474767.03588,9330901881.77112,11081950208.5691,12584623338.7062,13561272454.2139,14277667360.568201,16493963286.928701,11997186984.0994,9901118855.30265,10588769670.8684,12263957414.6216,13931196489.797499,11230852287.9331,4598301890.51919,3033332821.19627,5391957618.24884,6846596650.50288
158,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),LP.LPI.TRAC.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.5,,2.49,,,,2.444444,,2.77,,,,2.4
159,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),LP.LPI.ITRN.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,,,2.44,,2.49,,,,2.666667,,2.76,,,,2.4
160,"Lead time to export, median case (days)",LP.EXP.DURS.MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,,3.0,,7.0,,2.0,,3.0,,,,
161,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00026852,0.000991378,0.024018554,0.027518332,,,0.140300153,0.276550898,0.409174265,0.538193689,1.310200997,2.776559482,4.919132242,6.578162781,7.685206983,8.079953598,9.133242386,10.1768431,11.45413484,9.96506847,10.95678068,12.14113093,12.34450891
162,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.0,,,,,0.0,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015336976,0.026156838,0.097351589,0.382426321,0.614505622,0.760728883,1.468615549,3.130645166,3.385178367,5.076729131,7.34948591,12.12624458,21.58558393,41.16460119,58.64831136,70.71192328,71.71155568,73.40951664,75.21235295,83.15971256,86.15521571,90.74220792,96.65573395,103.0079578,103.6264522,136.3859613,146.2076628,154.5542763,164.5020873
163,Rail lines (total route-km),IS.RRS.TOTL.KM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5332.0,5372.0,5733.0,6002.0,6005.0,6042.0,6048.0,6152.0,6154.0,6405.0,7131.0,7265.0,7335.0,7554.5,7903.5,8216.5,8367.5,8368.0,8592.5,8559.5,8559.5,8576.0,9021.0,9327.0,9454.0,9453.8,9455.0,
164,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,,,,,,,,,,,8.0,11.1000003815,11.8999996185,15.0,18.7999992371,38.5,70.8000030518,77.1999969482,87.3000030518,33.2999992371,20.2999992371,35.5999984741,42.0999984741,74.6999969482,90.3000030518,104.3000030518,132.0,137.8000030518,120.5999984741,92.3000030518,113.6999969482,86.0999984741,66.5,60.0,78.8000030518,107.9000015259,109.5999984741,120.1999969482,102.3000030518,107.0999984741,73.719,152.139,75.457,157.374,89.034,98.218,91.86,95.425,97.324,95.769,96.5379373693632,85.8763078604792,66.2338138748408,84.4590590839086,96.4385837752481,95.9107033490603,139.17528859407,325.668724283288,169.797251,152.258660678818,202.106472273,273.578418,
165,Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100),IQ.SPI.PIL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0125,65.03125,64.475,64.30625,64.2125,63.40625,64.85,66.725,66.99375,64.94375,59.51875,51.21875,53.025,52.84375,51.625,,,
166,Source data assessment of statistical capacity (scale 0 - 100),IQ.SCI.SRCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,70.0,70.0,80.0,80.0,80.0,70.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,,
167,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,"Patent applications, nonresidents",IP.PAT.NRES,,,,,,,,,,,,,,,,,,,,,493.0,321.0,273.0,280.0,312.0,223.0,,165.0,173.0,170.0,173.0,165.0,175.0,164.0,131.0,129.0,227.0,115.0,159.0,177.0,206.0,302.0,285.0,355.0,356.0,443.0,557.0,502.0,552.0,516.0,528.0,489.0,432.0,338.0,119.0,,702.0,995.0,915.0,578.0,634.0,581.0,
174,Public private partnerships investment in water and sanitation (current US$),IE.PPN.WATR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Investment in water and sanitation with private participation (current US$),IE.PPI.WATR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Procedures to build a warehouse (number),IC.WRH.PROC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,17.0,17.0,17.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,,,
177,Tax payments (number),IC.TAX.PAYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,22.0,22.0,22.0,22.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,
178,Firms expected to give gifts in meetings with tax officials (% of firms),IC.TAX.GIFT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Start-up procedures to register a business (number),IC.REG.PROC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,
180,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
181,Time required to register property (days),IC.PRP.DURS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0,31.0,,,
182,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.5556,205.5556,192.0,192.0,40.0,40.0,,,
183,Time spent dealing with the requirements of government regulations (% of senior management time),IC.GOV.DURS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Value lost due to electrical outages (% of sales for affected firms),IC.FRM.OUTG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Informal payments to public officials (% of firms),IC.FRM.CORR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Firms using banks to finance working capital (% of firms),IC.FRM.BKWC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)",DT.TDS.DPPG.CD,,,,,,,,,,,,,,,,,,,,,971569910.0,755113186.0,665813279.3,666120310.7,461001052.9,394470289.0,369362382.6,248241545.2,397106638.9,170500439.6,251556954.1,224952866.8,285748924.9,573523978.1,2634906431.0,5228354386.1,6201539701.4,6054773158.4,2532475101.1,3655225755.9,2745995323.5,1086220787.5,1275848288.1,1504609395.4,1796324463.3,2180158677.5,2201106799.0,2523801251.0,2675815598.3,2298820607.9,1667600242.5,1503956397.9,479919989.8,428844858.1,505866141.9,690104214.3,2021257479.2,409564500.0,155814584.9,108337533.4,99927658.7,94677008.4,
189,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,,,,,,,,,,,,,,,,,,,,,6.903786754778654,5.685237057672037,5.459663835813284,4.636723188424831,4.163918555298523,3.986278544651225,7.1273127102082805,3.5476527580344857,5.602242653006442,3.310760426543699,3.2357674610090608,4.108857163033466,5.169841290431592,9.347781403572352,16.322106680323774,29.698782428252635,27.248058896330928,31.154259985029192,18.066125758536426,17.442069021714897,9.890913758255618,4.022377044925015,5.058175268691588,4.757460757020023,5.254125265904572,5.55371193707272,4.014079644354122,3.4384472933736663,2.653693459168523,2.1394397462032866,1.8408354000875842,1.3381234941299263,0.3832929801125463,0.4028160235464822,0.4846839500251201,0.7080334948459612,2.201124973457043,0.45165737654121646,0.18342469524372818,0.4636948440130584,0.5942801401051953,0.43727915054929767,
190,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,-0.02689257763949648,0.1511150983349959,1.1169577346128585,0.038912580974066434,0.17057362558248287,0.02893352554153449,-0.003977272697169369,0.1900017844720828,0.042003232044883466,0.07415336904875956,0.20343307404270008,0.49075674896779065,0.6234572773557279,0.5509354309929227,0.4758605138499866,0.6240722616859762,0.3618128190191073,0.5612464871256053,0.7999507461007197,1.1752058995499213,0.8671586715867159,1.1019265300336791,0.92569048522582,0.9869217471928374,0.717236400934379,,,,,,,,,,,,,,,,,,,,,,
191,Net official development assistance received (current US$),DT.ODA.ODAT.CD,27129999.1607666,129800003.051758,56409999.8474121,27350000.3814697,4269999.98092651,21420000.0762939,11340000.1525879,32130001.068115197,8380000.11444092,17040000.915527303,20950000.762939498,7550000.19073486,8880000.11444092,-3740000.00953674,9079999.92370605,1519999.98092651,-5460000.03814697,38689998.626709,243050003.05175802,5840000.15258789,28159999.8474121,4840000.15258789,-629999.995231628,42720001.220703095,7800000.19073486,11430000.3051758,26309999.4659424,70879997.253418,81330001.8310547,91290000.9155273,106449996.94824201,193399993.89648402,105699996.94824201,140479995.727539,130039993.286133,186940002.44140598,164500000.0,200759994.506836,164559997.55859402,161490005.493164,129869995.117188,114559997.558594,114540000.915527,131050003.051758,188649993.89648402,100669998.168945,117239997.86377,103769996.64306599,100470001.22070299,92569999.6948242,112440002.441406,105790000.915527,151789993.28613302,131610000.610352,81169998.1689453,110900001.52587901,116190002.441406,140279998.779297,166460006.71386698,204440002.44140598,235119995.117188,303769989.013672,
192,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,27129999.1607666,129800003.051758,56409999.8474121,27350000.3814697,4269999.98092651,21420000.0762939,11340000.1525879,32130001.068115197,8380000.11444092,17040000.915527303,20950000.762939498,7550000.19073486,8880000.11444092,-3740000.00953674,9079999.92370605,1519999.98092651,-5460000.03814697,38689998.626709,243050003.05175802,5840000.15258789,28159999.8474121,4840000.15258789,-629999.995231628,42720001.220703095,7800000.19073486,11430000.3051758,26309999.4659424,70879997.253418,81330001.8310547,91290000.9155273,106449996.94824201,193399993.89648402,105699996.94824201,140479995.727539,130039993.286133,186940002.44140598,164500000.0,200759994.506836,164559997.55859402,161490005.493164,129869995.117188,114559997.558594,114540000.915527,131050003.051758,188649993.89648402,100669998.168945,117239997.86377,103769996.64306599,100470001.22070299,92569999.6948242,112440002.441406,105790000.915527,151789993.28613302,131610000.610352,81169998.1689453,110900001.52587901,116190002.441406,140279998.779297,166460006.71386698,204440002.44140598,235119995.117188,303769989.013672,
193,"Net official flows from UN agencies, UNTA (current US$)",DT.NFL.UNTA.CD,,,,,,,,,,389999.98569488496,439999.997615814,370000.00476837205,449999.988079071,439999.997615814,389999.98569488496,370000.00476837205,349999.99403953605,219999.998807907,379999.99523162795,209999.993443489,9999.99977648258,259999.990463257,310000.002384186,389999.98569488496,219999.998807907,819999.992847443,579999.983310699,1100000.02384186,829999.983310699,1629999.99523163,2259999.99046326,2500000.0,1809999.9427795399,2450000.04768372,2180000.0667572,5420000.07629395,1970000.02861023,3029999.97138977,1879999.99523163,3650000.09536743,2220000.02861023,3190000.05722046,2589999.91416931,3559999.94277954,2680000.0667572,3210000.03814697,1840000.0333786,2630000.1144409203,560000.002384186,,,,,,,,,,,,,,
194,"Net official flows from UN agencies, UNFPA (current US$)",DT.NFL.UNFP.CD,,,,,,,,,,,,,,,,,,50000.0007450581,,,19999.9995529652,,,,,140000.000596046,129999.995231628,119999.997317791,360000.01430511504,529999.971389771,70000.0002980232,1059999.9427795399,159999.99642372102,1960000.03814697,1820000.05245209,3049999.95231628,2279999.97138977,1789999.96185303,2029999.97138977,1230000.01907349,1139999.98569489,2130000.1144409203,2380000.1144409203,2259999.99046326,2150000.09536743,1210000.03814697,1690000.0572204601,1340000.0333786,1409999.9666214,1470000.02861023,1470000.02861023,1500000.0,1492385.02979279,1521000.02765656,1468315.1245117201,1617603.77883911,997250.79536438,781318.187713623,901950.001716614,1470587.0151519799,1553979.99286652,2169628.14331055,
195,"Net official flows from UN agencies, UNHCR (current US$)",DT.NFL.UNCR.CD,,,,,,,,,,,,,,,,,19999.9995529652,,,,,,,3549999.95231628,7650000.09536743,11850000.3814697,8170000.076293951,16110000.610351602,22250000.0,18170000.0762939,12279999.7329712,55680000.3051758,20819999.6948242,23569999.6948242,16200000.7629395,9319999.69482422,13060000.4196167,14300000.1907349,12029999.7329712,12829999.923706101,11069999.6948242,11279999.7329712,20270000.4577637,10810000.4196167,15300000.1907349,2579999.92370605,3309999.94277954,709999.978542328,1570000.05245209,,3470000.02861023,,,,,,16243917.46521,,9292967.79632568,9958934.78393555,4375983.71505737,,
196,"Net financial flows, RDB concessional (NFL, current US$)",DT.NFL.RDBC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,"PNG, bonds (NFL, current US$)",DT.NFL.PNGB.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,"PPG, official creditors (NFL, US$)",DT.NFL.OFFT.CD,,,,,,,,,,,,,,,,,,,,,-85233704.6,-75382904.4,-70494373.5,-68689905.9,-71229777.5,-66320717.0,-137979358.1,-83614275.3,-88060084.9,-106441770.5,-55222136.3,-89373437.9,48735589.4,86225054.6,-1566461018.3,-3103366048.5,-3736439310.5,-4046005746.8,-800862502.6,-2090416743.5,-1274025402.9,67740260.2,76820659.6,264312389.3,91736285.1,358641837.8,219774607.9,23411382.8,-43229254.0,-169291068.0,-202456327.4,-393031478.8,-163881725.6,-247744760.6,-232903949.2,-236982032.1,-161644538.3,-87683527.9,-93084504.8,-85846253.1,-32955028.5,-63846154.4,
199,"Net financial flows, IDA (NFL, current US$)",DT.NFL.MIDA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,"Net official flows from UN agencies, ILO (current US$)",DT.NFL.ILOG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104290.11285305,121353.402733803,110870.003700256,97949.9965906143,93950.0033855438,116509.99635458,34096.0919857025,,26280.2727520466,57000.0000298023,
201,"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)",DT.NFL.DPNG.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-162526000.0,-178206000.0,-166552000.0,
202,"Present value of external debt (% of exports of goods, services and primary income)",DT.DOD.PVLX.EX.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21995683488617176,
203,"PPG, IBRD (DOD, current US$)",DT.DOD.MIBR.CD,,,,,,,,,,,,,,,,,,,,,621490000.0,528638000.0,466455000.0,409310000.0,317468000.0,343770000.0,358716000.0,316807000.0,202443000.0,143117000.0,85651000.0,45555000.0,133261000.0,190370000.0,260368000.0,316119000.0,387289000.0,420710000.0,433015000.0,436942000.0,481297000.0,455894000.0,399553000.0,350296000.0,315996000.0,378293000.0,559476000.0,698979000.0,761144000.0,835778000.0,801408000.0,738914000.0,702133000.0,578453000.0,520483000.0,438026000.0,354693000.0,271130000.0,206057000.0,140983000.0,132453000.0,75897000.0,
204,"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,,,,,,,,,,,,,,,,,,,,,27000.0,67759038.4,4769213596.0,4139344128.9,2703098582.9,3666881528.5,3413776402.0,3864384378.9,3775698227.1,4656823758.0,7224061119.8,9265787775.3,14303688232.6,17603487625.2,6711537336.0,6449492038.5,4754917488.2,3353881804.1,4503000448.3,3618010216.8,3677800000.0,2651800000.0,2077000000.0,4791000000.0,10253000000.0,10686000000.0,9100000000.0,9891000000.0,6599000000.0,8787000000.0,11613000000.0,10320000000.0,943000000.0,776700000.0,431700000.0,2019400000.0,3314485523.8,4198934782.6,2153534038.9,1598632679.2,2066567704.4,2508167734.0,
205,"Use of IMF credit (DOD, current US$)",DT.DOD.DIMF.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334969289.9,317983003.0,306712496.9,331799013.1,362659894.3,379021408.6,348821919.1,367157846.4,385669494.0,375912135.1,2235620001.4,2196175181.8,2189387136.2,2191739977.7,2196131214.1,2066082894.8,1976134948.0,1917097749.1,2030900864.6,1983352224.9,1971992250.6,2053909248.7,6780983158.7,
206,"Net ODA provided, total (% of GNI)",DC.ODA.TOTL.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,"Internally displaced persons, total displaced by conflict and violence (number of people)",VC.IDP.TOCV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,Voice and Accountability: Standard Error,VA.STD.ERR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.208809837698936,,0.214446097612381,,0.207885876297951,,0.167101562023163,0.169628649950027,0.144471019506454,0.149785384535789,0.118988282978535,0.119739793241024,0.115513160824776,0.117438420653343,0.11454139649868,0.115103133022785,0.114903450012207,0.111960731446743,0.129818826913834,0.131757497787476,0.126921713352203,0.127369731664658,0.130584686994553,0.124475114047527,0.128885462880135,0.131310731172562,0.129311889410019
209,Voice and Accountability: Number of Sources,VA.NO.SRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,6.0,,6.0,,8.0,8.0,11.0,11.0,13.0,13.0,13.0,12.0,13.0,13.0,13.0,13.0,10.0,10.0,10.0,10.0,11.0,10.0,9.0,8.0,8.0
210,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.168200709352464,,1.5477207029710738,1.545240187593931,1.4326339191184645,1.398752633642397,1.363255639232184,0.724689483719286,,,,
211,Export value index (2015 = 100),TX.VAL.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,17.7863552539,17.0548755242,29.5073440716,31.0294567233,24.6524539485,20.4511344714,10.3460377621,17.1919378042,15.4505255052,18.8727541457,27.8524974234,26.9233594601,28.6647717591,26.0851154312,28.0386135674,26.1259338285,31.8619708275,26.1558164342,18.6666666642,29.9252934858,40.8950551369,36.5549626456,40.180718602,48.0256136674,59.33404481,80.0455354007,109.586623978,126.2653859911,161.74742085,112.1736036983,144.1707577231,187.8335111825,154.1672002909,129.1568836647,135.4108858056,100.0,103.7395944582,132.0014229778,147.1675560333,93.5154749279,66.7610963343,101.9503721224,
212,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,,,,,8.69457925475035,6.952755905511811,7.43005656627427,5.776944314215763,7.867993153615746,,,,,,,,,,,,,0.7992954186029931,0.3489903047599451,0.6963517313916481,1.2060488942889647,1.315709243904424,1.4677319050996052,0.20672417598924597,,,,0.04072664916135255,0.18874572176364002,0.0575221238938053,0.0653493876710919,5.0,0.05448617748202403,0.12349843314763231,,,5.409793715271151,5.107406155447559,4.957337597859097,4.922666879163454,6.614500081944054,4.902406427126177,4.184279170380769,4.019446326087385,3.4718346192874145,4.459701467663649,3.894262000081384,3.6881220356252298,1.8519216301981132,0.2875582521086309,0.6764211563947462,1.629936194835007,1.4291586172632087,1.2111058331728162,1.2158902453580667,2.6903107245318836,4.8117650701940695,,
213,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS,,,,,0.9624084889364152,0.05511811023622047,0.03822045558783061,0.09376465072667604,0.06418485237483953,,,,,,,,,,,,,4.419761677039247,4.333184723513008,5.790702301345752,9.269524693615642,8.37650341355621,2.5014794127453825,7.802894489268194,7.586142496965169,3.195474352113753,2.5086765086765084,1.9179036493221155,5.304006442520636,6.277654867256636,7.607286199444273,7.828431372549019,6.641061140636863,8.119885967966574,6.427809117243482,5.104612458392772,4.468548173182671,5.25669530345852,6.060810849702954,7.2588666529928405,5.798521319572826,7.583962784813629,8.657321333642242,8.782850866524631,8.349131217578499,6.004659870866835,9.448055710317856,11.511307970541708,15.07712521896038,18.109277326372695,16.77884257305637,16.994102706863064,11.56549594712854,12.816874962955598,11.863040365950837,17.094011277630507,19.288451288593965,,
214,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,636000000.0,756000000.0,822000000.0,919000000.0,1252000000.0,1305000000.0,1310000000.0,1929000000.0,1881000000.0,2100000000.0,2403000000.0,3824000000.0,1799000000.0,2669000000.0,8402000000.0,7963000000.0,8935000000.0,9216000000.0,8560000000.0,8310000000.0,12338000000.0,11831000000.0,20452000000.0,21507000000.0,17087000000.0,14175000000.0,7171000000.0,11916000000.0,10709000000.0,13081000000.0,19305000000.0,18661000000.0,19868000000.0,18080000000.0,19434000000.0,18360000000.0,22391000000.0,18381000000.0,13118000000.0,21030000000.0,28739000000.0,25689000000.0,28237000000.0,33750000000.0,41697000000.0,56252000000.0,77012000000.0,88733000000.0,113668000000.0,78830000000.0,101316000000.0,132000000000.0,108341000000.0,90765000000.0,95160000000.0,70275000000.0,72903000000.0,92764000000.0,103422000000.0,65718000000.0,46916000000.0,71646000000.0,77200000000.0
215,Insurance and financial services (% of commercial service exports),TX.VAL.INSF.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,15.271966527196653,19.630484988452658,26.426426426426424,17.050691244239633,26.063829787234045,34.44976076555024,41.1214953271028,6.41399416909621,33.264462809917354,11.597374179431071,5.343511450381679,11.951219512195122,8.818011257035648,13.324360699865412,7.072691552062868,4.855072463768116,10.849539406345956,10.685335298452468,,,,,,,,,,,,,,,,,,,,,,
216,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,,,,5.829268898437016,4.995013145111947,4.6530525292102105,4.931157984053609,3.3266872984414686,3.466203724998108,3.678422366187367,3.568060334363099,3.8035611255426574,3.372663452814309,3.418766812770352,0.6450403593481124,0.9720235580385119,0.8054262505506704,0.22862678430270858,,,,,,,,,,,,,,,,,,,,0.966029133482687,0.8974494808610509,0.6202173602808821,0.4045219015699418,0.5349090737951807,0.4043717767686085,0.41668484373150233,0.30024077709061575,0.28507992568153034,0.34940067987414425,,,,0.3150306821030017,0.20309603275679539,,0.4611683266831258,0.5318124815032693,0.584978582278273,0.4106995531909121,0.3283221027805828,0.34437775323330583,,,,
217,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.8873729258,63.2215610013,62.8225179014,66.7876020664,76.6850551313,96.6268956854,109.3236156341,110.5055819411,128.5865886254,90.6385422587,107.2638809792,126.850082273,129.3996114537,131.9545394756,129.9207828002,100.0,88.6089417651,103.8576629178,120.4132266517,114.5295700454,96.1705126377,138.4310847635,
218,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,,,,,,,,,,,,,,,,,35.24299396949273,43.93675298804781,57.863370488908515,18.579136690647488,14.779687808733456,19.716136994754706,24.347236351305526,20.12165450121654,21.36084774121585,22.86981311371555,27.683873915029693,30.626973387460538,41.8018018018018,35.52522746071132,32.757223872535775,32.09328151027208,28.785417794621907,43.417213712618526,54.57217504898759,36.13138686131387,31.252155915833043,37.90069138906348,26.487747957992994,0.7874015748031411,1.0779961953075485,,,,,,,,,,,,,,,,,,,,,,
